Title,Summary,Link,Time,Section,Subsection,Category
Florida Manâ€™s FiancÃ©e Contradicts Parts of His Testimony in Killing of Teenager,A Florida jury heard conflicting stories about the shooting of a teenager during an argument over loud music in 2012.,https://www.nytimes.com/2014/02/12/us/florida-mans-fiancee-contradicts-parts-of-his-testimony-in-killing-of-teenager.html,2014-02-12T03:29:46+0000,U.S.,U.S.,Florida Man
"Florida Town Curbs Debauchery, and Pays the Price","Panama City Beach, stung from the party-hard reputation it has gained, is now finding that a move to tone things down might have been bad for business.",https://www.nytimes.com/2016/03/22/us/in-a-florida-party-town-last-call-leaves-a-financial-hangover.html,2016-03-21T13:33:46+0000,U.S.,U.S.,Florida Man
"Powerball Winners, Beware: Good Fortune Can Trigger a Downfall","For some people who won the lottery, hitting it big turned out to be the worst thing that could happen.",https://www.nytimes.com/interactive/2016/01/14/us/lottery-winners-whose-lives-were-ruined.html,2016-01-14T18:50:14+0000,U.S.,U.S.,Florida Man
Morning Agenda: New Limits on Bankersâ€™ Pay,Valeant Said to Pick New C.E.O. | 2016â€™s First Tech I.P.O.,https://news.blogs.nytimes.com/2016/04/22/morning-agenda-new-limits-on-bankers-pay/,2016-04-22T10:10:06+0000,Blogs,Blogs,Florida Man
Prosecutors Announce More Charges in Hacking of JPMorgan Chase,"A superseding indictment says three men hacked into banks, brokers and financial information publishing companies.",https://www.nytimes.com/2015/11/11/business/dealbook/prosecutors-announce-more-charges-in-jpmorgan-cyberattack.html,2015-11-10T17:59:25+0000,Business Day,Business Day,Florida Man
Review: â€˜The Mind of Mark DeFriestâ€™ Is a Documentary About a Prison Houdini,The mental state and experiences of a Florida inmate known for numerous breakouts (often through outlandish means) are explored in this chronicle.,https://www.nytimes.com/2015/03/06/movies/review-the-mind-of-mark-defriest-is-a-documentary-about-a-prison-houdini.html,2015-03-06T01:18:16+0000,Movies,Movies,Florida Man
Officer Takes Stand in Freddie Gray Case,"The testimony of Officer William G. Porter, on trial for manslaughter in Baltimore, followed that of a forensic pathologist who testified that Mr. Grayâ€™s death was an accident, not a homicide.",https://www.nytimes.com/2015/12/10/us/freddie-gray-trial-baltimore.html,2015-12-09T13:01:24+0000,U.S.,U.S.,Florida Man
Man Charged in Bitcoin Scheme Appears in New York Court,"Anthony Murgio, who is thought to have information about a cyberattack on JPMorgan Chase, appeared in court on Monday.",https://www.nytimes.com/2015/08/11/business/man-charged-in-bitcoin-scheme-appears-in-new-york-court.html,2015-08-10T22:23:40+0000,Business Day,Business Day,Florida Man
Florida Man Lost in Sinkhole,"A 36-year-old from Seffner, Fla., was buried and presumed dead after being sucked into a hole that was still expanding.",https://www.nytimes.com/2013/03/02/us/florida-man-lost-in-sinkhole.html,2013-03-02T00:59:33+0000,U.S.,U.S.,Florida Man
Michael B. Jordan Gives Millennials Their â€˜Rockyâ€™ With â€˜Creedâ€™,"The actor, known for â€œFruitvale Station,â€ù plays Apollo Creedâ€™s son, who moves to Philadelphia to train with Rocky Balboa.",https://www.nytimes.com/2015/11/01/movies/michael-b-jordan-gives-millennials-their-rocky-with-creed.html,2015-10-28T17:25:14+0000,Movies,Movies,Florida Man
"Council of Conservative Citizens Promotes White Primacy, and G.O.P. Ties","The massacre in Charleston, S.C., has propelled the organization back onto the national stage and embroiled the Republican Party in new questions about its ties to the group.",https://www.nytimes.com/2015/06/23/us/politics/views-on-race-and-gop-ties-define-group-council-of-conservative-citizens.html,2015-06-23T01:27:42+0000,U.S.,U.S.,Florida Man
Record of Abuse Accusations Preceded Florida Killings ,"The killings in Bell, Fla., culminated a cycle of domestic abuse that spanned at least two decades, court and the state social service agencyâ€™s records show.",https://www.nytimes.com/2014/09/23/us/father-had-a-history-of-child-abuse-before-killings.html,2014-09-23T02:32:05+0000,U.S.,U.S.,Florida Man
DealBook: Stock Buybacks Draw Scrutiny,Warren Buffett Bucks the Trend | Man Charged With Bitcoin Schemes in Court | The F.D.A. and the Free-Speech Fight | Mallinckrodt to Buy Therakos,https://news.blogs.nytimes.com/2015/08/11/dealbook-stock-buybacks-draw-scrutiny/,2015-08-11T10:56:11+0000,Blogs,Blogs,Florida Man
"At Smithâ€™s Bar in Manhattan, One Last Drink Under the Neon","Smithâ€™s Bar and Restaurant, which opened 60 years ago and remained relatively unchanged, is closing, going the way of the rest of old Times Square.",https://www.nytimes.com/2014/10/31/nyregion/smiths-bar-closing-in-times-square.html,2014-10-30T18:36:43+0000,New York,New York,Florida Man
"As Ferguson Grand Jury Report Looms, Police Say They Donâ€™t Fear Protests",A grand jury will soon decide whether to indict the officer who shot Michael Brown. Many police departments across the country said they were preparing for protests but expecting little trouble.,https://www.nytimes.com/2014/11/20/us/as-ferguson-grand-jury-report-looms-police-say-they-dont-fear-protests.html,2014-11-20T02:58:27+0000,U.S.,U.S.,Florida Man
"True Crime, With an Analytic Leaning","â€œThe System,â€ù Al Jazeera Americaâ€™s new eight-part series, which begins Sunday night, examines criminal justice in the United States.",https://www.nytimes.com/2014/05/17/arts/television/the-system-on-al-jazeera-america-examines-us-justice.html,2014-05-16T21:15:21+0000,Arts,Arts,Florida Man
Reaction to Ferguson Decision Shows Racial Divide Remains Over Views of Justice,The aftermath of the decision not to indict a white police officer in the fatal shooting of a black teenager revealed that the nation remains deeply divided about the justice system. ,https://www.nytimes.com/2014/11/26/us/after-ferguson-announcement-a-racial-divide-remains-over-views-of-justice.html,2014-11-26T03:06:21+0000,U.S.,U.S.,Florida Man
Your Friday Briefing,Hereâ€™s what you need to know to start your day.,https://www.nytimes.com/2014/10/17/us/latest-news-ebola-hurricane-gonzalo-world-series.html,2014-10-17T09:52:23+0000,U.S.,U.S.,Florida Man
West Struggles to Halt Flow of Citizens to War Zones,"The attacks in France have given new urgency to American and European efforts to prevent their citizens from going to Muslim countries to fight, and possibly becoming threats back home.",https://www.nytimes.com/2015/01/13/world/west-struggles-against-flow-to-war-zones.html,2015-01-13T05:52:27+0000,World,World,Florida Man
Your Monday Briefing,Hereâ€™s what you need to know to start your day.,https://www.nytimes.com/2014/09/22/us/latest-news-climate-change-marches-hong-kong-boycott-iphone-orders.html,2014-09-22T09:49:46+0000,U.S.,U.S.,Florida Man
Today in Small Business: Was a Viral Video a Fraud?,It turns out that the â€œFirst Kissâ€ù video that went viral was a commercial. Does it matter? Did it increase sales?,https://boss.blogs.nytimes.com/2014/03/14/today-in-small-business-was-a-viral-video-a-fraud/,2014-03-14T14:54:29+0000,Business Day,Business Day,Florida Man
Florida Man Charged With Plotting Terror Campaign in Name of Islam,"A man was charged with plotting a terrorist spree around Tampa, which included plans to bomb night clubs, destroy bridges and shoot police officers in the name of radical Islam.",https://www.nytimes.com/2012/01/10/us/florida-man-charged-with-plotting-strikes-in-name-of-islam.html,2012-01-09T20:18:30+0000,U.S.,U.S.,Florida Man
Your Evening Briefing,Your nightly briefing is ready for you.,https://www.nytimes.com/2014/07/25/us/your-evening-briefing.html,2014-07-25T21:00:59+0000,U.S.,U.S.,Florida Man
South: Playing With Discipline,"The senior point guard Scottie Wilbekin, suspended to start the season, has steered Florida to a No. 1 national ranking.",https://www.nytimes.com/2014/03/17/sports/ncaabasketball/scottie-wilbekin-led-florida-to-top-seed-after-suspension.html,2014-03-17T01:28:07+0000,Sports,Sports,Florida Man
American Fighting for ISIS Is Killed in Syria,Douglas McAuthur McCainâ€™s death is an early clue for American officials as they try to identify the Americans who have joined ISIS.,https://www.nytimes.com/2014/08/27/world/middleeast/american-fighting-for-isis-is-killed-in-syria.html,2014-08-26T20:36:25+0000,World,World,Florida Man
Senator Rand Paul Faces New Charges of Plagiarism,An op-ed article Mr. Paul wrote for The Washington Times on mandatory minimum prison sentences appears to have copied language from an essay in The Week.,https://www.nytimes.com/2013/11/05/us/politics/senator-rand-paul-faces-new-charges-of-plagiarism.html,2013-11-05T04:33:00+0000,U.S.,U.S.,Florida Man
"Silk Road, Shut Down in Fall, Had Digital Outpost in Pennsylvania","A staff member of Lafayette College in Pennsylvania played a small role in the investigation that resulted in the shutdown of Silk Road, the online marketplace where drugs and weapons could be bought with Bitcoin.",https://dealbook.nytimes.com/2014/03/04/silk-road-had-digital-outpost-in-pennsylvania/,2014-03-04T22:21:48+0000,Business Day,Business Day,Florida Man
"Can Genetic Engineering Save the Orange, and Vice Versa?",An orange growerâ€™s wise and promising search for a gene that can save citrus from a spreading scourge.,https://dotearth.blogs.nytimes.com/2013/07/28/can-gmo-technology-save-the-orange-and-vice-versa/,2013-07-28T13:07:58+0000,Opinion,Opinion,Florida Man
Jury Reaches Partial Verdict in Florida Killing Over Loud Music,"Michael Dunn, a white man who admitted shooting Jordan Davis, a black 17-year-old, was convicted of three counts of second-degree attempted murder, but not first-degree murder.",https://www.nytimes.com/2014/02/16/us/florida-killing-over-loud-music.html,2014-02-15T22:07:21+0000,U.S.,U.S.,Florida Man
U.S. Says Ring Stole 160 Million Credit Card Numbers,"The scheme ran from 2005 until last year and caused hundreds of millions of dollars in losses, prosecutors said.",https://dealbook.nytimes.com/2013/07/25/arrests-planned-in-hacking-of-financial-companies/,2013-07-25T14:19:35+0000,Business Day,Business Day,Florida Man
Man Admits Guilt in Plot to Kill Judge and Prosecutor,"The man, Dejvid Mirkovic, 38, was arrested in October for arranging to cut off the heads of a judge and prosecutor and preserve them in formaldehyde as souvenirs.",https://www.nytimes.com/2013/03/14/nyregion/man-pleads-guilty-in-plot-to-kill-federal-judge-and-prosecutor.html,2013-03-14T04:20:41+0000,New York,New York,Florida Man
"The Gun Report: February 21, 2013",A day in the life of armed America.,https://nocera.blogs.nytimes.com/2013/02/21/the-gun-report-february-21-2013/,2013-02-21T14:00:48+0000,Opinion,Opinion,Florida Man
The Second Term Anti-Role Model: Bush,"George W. Bush won re-election too, despite being a weakened president. What lessons should Barack Obama take from his still-unpopular predecessor?",https://rendezvous.blogs.nytimes.com/2012/11/11/the-second-term-anti-role-model-bush/,2012-11-12T00:20:38+0000,World,World,Florida Man
"Bill Thompson, the Anti-Weiner","In the mayorâ€™s race, Bill Thompson makes the case for safe-and-boring.",https://www.nytimes.com/2013/08/12/opinion/keller-the-anti-weiner.html,2013-08-12T01:08:08+0000,Opinion,Opinion,Florida Man
The Man Who Stayed Behind,"The Op-Ed columnist Nicholas D. Kristof talks with Ryan Boyette, a Florida man who braves bombs to document atrocities in Sudanâ€™s Nuba Mountains.",https://www.nytimes.com/video/opinion/100000001385038/the-man-who-stayed-behind.html,2012-02-25T23:40:33+0000,Opinion,Opinion,Florida Man
"Todayâ€™s Scuttlebot: Virtual Robbery, and Tracking Apple Rumors","The technology reporters and editors of The New York Times scour the Web for important and peculiar items. Mondayâ€™s selection includes plans for the Pebble watch, which raised more than $10 million on Kickstarter, Nokiaâ€™s recipe for rejuvenation b...",https://bits.blogs.nytimes.com/2012/05/14/todays-scuttlebot-virtual-robbery-and-tracking-apple-rumors/,2012-05-14T20:37:22+0000,Technology,Technology,Florida Man
Video Shows Man Who Shot Trayvon Martin Arriving at Police Station,"A police surveillance video shows George Zimmerman arriving at the Sanford, Fla., station in handcuffs the night he shot Trayvon Martin, 17.",https://thelede.blogs.nytimes.com/2012/03/28/video-shows-george-zimmerman-arriving-at-police-station-trayvon-martin/,2012-03-29T03:16:47+0000,Blogs,Blogs,Florida Man
On Our Radar: Massachusetts Leads Efficiency Rankings,A group says its new report card shows that many states are taking energy efficiency seriously despite a weak economy and budget constraints. Massachusetts ranked first.,https://green.blogs.nytimes.com/2011/10/20/on-our-radar-massachusetts-leads-efficiency-rankings/,2011-10-20T21:00:18+0000,Science,Science,Florida Man
"After Fire, N.H.T.S.A. to Inspect Jeep Grand Cherokee Involved in Deadly Crash","The agency intends to inspect the Jeep, in which a passenger was killed, as part of its continuing investigation into reports that certain Grand Cherokee models have a heightened fire risk in rear-end collisions.",https://wheels.blogs.nytimes.com/2011/12/05/after-fire-n-h-t-s-a-to-inspect-jeep-grand-cherokee-involved-in-deadly-crash/,2011-12-05T22:18:39+0000,Automobiles,Automobiles,Florida Man
Arrest Is Made in Hacking of Celebritiesâ€™ Private E-Mail,"The actresses Scarlett Johansson and Mila Kunis were among the victims of a hacker who stole personal information from celebrities, an F.B.I. source said.",https://www.nytimes.com/2011/10/13/us/florida-man-indicted-in-celebrity-phone-hacking.html,2011-10-12T18:27:03+0000,U.S.,U.S.,Florida Man
Foreclosure Deal Credits Banks for Routine Efforts,Critics and supporters sparred over whether a foreclosure deal helps banks even more than struggling homeowners.,https://www.nytimes.com/2012/03/28/business/foreclosure-deal-gives-banks-credit-for-routine-activities.html,2012-03-28T00:59:37+0000,Business Day,Business Day,Florida Man
Bank of America to Settle Overdrafts Suit for $410 Million,The bank would pay $410 million to settle a class-action stemming from charges collected from customers overdrawing their accounts.,https://www.nytimes.com/2011/05/24/business/24bank.html,2011-05-24T00:19:22+0000,Business Day,Business Day,Florida Man
16 Arrested as F.B.I. Hits the Hacking Group Anonymous,Fourteen of the 16 people were charged in connection with an attack on the Web site of the payment service PayPal last December.,https://www.nytimes.com/2011/07/20/technology/16-arrested-as-fbi-hits-the-hacking-group-anonymous.html,2011-07-20T01:15:07+0000,Technology,Technology,Florida Man
Florida Man Pleads Guilty in UBS Tax Case,"A wealthy American client of UBS pleaded guilty on Thursday to tax fraud, the latest victory for the federal government in its crackdown on UBS and its offshore private banking accounts.",https://dealbook.blogs.nytimes.com/2009/06/25/blogs/25dealbook-florida-80003.html,2009-06-25T16:57:53+0000,Blogs,Blogs,Florida Man
Florida Man Pleads Guilty in UBS Tax Case,"A wealthy U.S. client of UBS pleaded guilty on Thursday to tax fraud, the latest victory for the federal government in its crackdown on UBS and its offshore private banking accounts.",https://dealbook.nytimes.com/2009/06/25/florida-man-pleads-guilty-in-ubs-tax-case/,2009-06-25T16:57:10+0000,Business Day,Business Day,Florida Man
Florida Man Pleads Guilty in UBS Tax Case,"A wealthy U.S. client of UBS pleaded guilty on Thursday to tax fraud, the latest victory for the federal government in its crackdown on UBS and its offshore private banking accounts.",https://dealbook.blogs.nytimes.com/2009/06/25/blogs/25dealbook-florida-80001.html,2009-06-25T16:57:10+0000,Blogs,Blogs,Florida Man
Last Week in Food Links,"A roundup of food news, both local and global.",https://bittman.blogs.nytimes.com/2011/04/05/last-week-in-food-links/,2011-04-05T15:58:52+0000,Opinion,Opinion,Florida Man
"Florida Man, a UBS Client, Pleads Guilty to Tax Fraud","A wealthy American client of UBS pleaded guilty to tax fraud, the latest victory for the federal government in its crackdown on UBSâ€™s offshore private banking accounts.",https://www.nytimes.com/2009/06/26/business/global/26tax.html,2009-06-25T14:31:37+0000,Business Day,Business Day,Florida Man
Defendantâ€™s Hearing Set in $880 Million Fraud,"A Florida man accused of running a $880 million Ponzi scheme that authorities say paid for lavish spending sprees and sports philanthropy may have reached a deal with federal prosecutors, The Associated Press reported.",https://dealbook.nytimes.com/2010/08/24/defendants-hearing-set-in-880-million-fraud/,2010-08-24T09:25:28+0000,Business Day,Business Day,Florida Man
Nov. 13 â€” 19,A selection of cultural events this week.,https://www.nytimes.com/2011/11/13/arts/nov-13-19.html,2011-11-11T14:58:55+0000,Arts,Arts,Florida Man
S.E.C. Calls TV Cop a Real-Life Crook,"The Securities and Exchange Commission accused Larry Wilcox, who played Officer Jon Baker on the popular television show â€œCHiPs,â€ù of taking part in an illicit penny-stock kickback scheme.",https://dealbook.nytimes.com/2010/10/07/s-e-c-calls-tv-cop-a-real-life-crook/,2010-10-07T21:41:55+0000,Business Day,Business Day,Florida Man
Krugman: The Mortgage Morass,An epic housing bust and high unemployment have led to an epidemic of millions falling behind on mortgage payments. But do servicers actually have the right to seize their homes? Paul Krugman asks in his latest column for The New York Times.,https://dealbook.nytimes.com/2010/10/15/the-mortgage-morass-krugman/,2010-10-15T08:38:39+0000,Business Day,Business Day,Florida Man
UBS Client Pleads Guilty in Tax Case,"A wealthy UBS private banking client pleaded guilty to tax evasion, making him the second American ensnared in a widening federal investigation of the Swiss banking giant.",https://www.nytimes.com/2009/04/15/business/global/15ubs.html,2009-04-14T16:01:04+0000,Business Day,Business Day,Florida Man
Occupy Wall Street Protest Reaches a Crossroads,"Protesters in Zuccotti Park have become a fact of life. But as winter nears, the question arises: how long can the demonstration last?",https://www.nytimes.com/2011/11/06/nyregion/occupy-wall-street-protest-reaches-a-crossroads.html,2011-11-05T02:57:36+0000,New York,New York,Florida Man
Ruling for Plaintiff in Tobacco Case,"R. J. Reynolds Tobacco Company, one of the countryâ€™s biggest cigarette makers, must pay $46.3 million to the widow of a Florida man who died from lung cancer.",https://www.nytimes.com/2010/04/22/business/22tobacco.html,2010-04-22T00:45:58+0000,Business Day,Business Day,Florida Man
The Mortgage Morass,An epic housing bust has led to an epidemic of foreclosures. The situation is much worse than you think.,https://www.nytimes.com/2010/10/15/opinion/15krugman.html,2010-10-15T01:06:27+0000,Opinion,Opinion,Florida Man
Ideal President: A Rock Star Just Like Me,"Thereâ€™s not a show in town that more astutely reflects the state of this nation than â€œBloody Bloody Andrew Jackson,â€ù the rowdy political carnival that opened on Broadway.",https://www.nytimes.com/2010/10/14/theater/reviews/14bloody.html,2010-10-14T02:01:32+0000,Theater,Theater,Florida Man
Cocktails Now Served With Twists of Tongue,"If the last decade has been a boom time for specialty cocktails, it has been crunch time for the mixologists who label them.",https://www.nytimes.com/2010/06/11/dining/11bruni.html,2010-06-10T20:37:46+0000,Food,Food,Florida Man
"A Woman on the Prowl, Mixed Feelings in Tow","Sitcoms are tapping into the cougar conceit this season, most obviously on â€œCougar Town,â€ù an ABC comedy with Courteney Cox that begins on Wednesday.",https://www.nytimes.com/2009/09/23/arts/television/23cougar.html,2009-09-22T22:31:37+0000,Arts,Arts,Florida Man
Police Say Man Told of Selling Steroids to Pros,"A Florida man arrested Tuesday on suspicion of distributing steroids said he had sold substances to members of the Washington Nationals and Washington Capitals, according to the authorities.",https://www.nytimes.com/2009/05/28/sports/baseball/28bats.html,2009-05-28T05:06:01+0000,Sports,Sports,Florida Man
Florida Man Kills a Sheriffâ€™s Deputy and Wounds Another,"Man stopped for speeding in Lakeland, Fla, fatally shoots sheriff's deputy Matthew Williams and wounds another deputy in leg as they chase him into woods; remains fugitive (M)",https://www.nytimes.com/2006/09/29/us/florida-man-kills-a-sheriffs-deputy-and-wounds-another.html,2006-09-29T05:00:00+0000,U.S.,U.S.,Florida Man
â€˜Some Pretty Nasty Things About Barackâ€™,,https://laughlines.blogs.nytimes.com/2008/07/11/some-pretty-nasty-things-about-barack/,2008-07-11T14:31:57+0000,Week in Review,Week in Review,Florida Man
Florida Man Kills a Sheriffâ€™s Deputy and Wounds Another,"A man stopped for speeding Thursday fatally shot a sheriffâ€™s deputy and wounded another as they chased him into the woods, officials said.",https://www.nytimes.com/2006/09/29/us/29florida.html,2006-09-29T04:00:00+0000,U.S.,U.S.,Florida Man
Home of judge in polygamy case under guard,,https://www.nytimes.com/2008/06/11/world/africa/11iht-polygamy.5.13647209.html,2008-06-11T05:00:00+0000,World,World,Florida Man
â€˜That Gloomy Hangdog Lookâ€™,,https://laughlines.blogs.nytimes.com/2008/01/24/that-gloomy-hangdog-look/,2008-01-24T18:53:32+0000,Week in Review,Week in Review,Florida Man
The Shoeshine Stand as Business Barometer,"Also in Morning Buzz: the mayorâ€™s softening on the $400 rebate checks; $40,000 worth of rugs for the governorâ€™s mansion; and other headlines from papers in the region.",https://cityroom.blogs.nytimes.com/2008/11/21/the-shoeshine-stand-as-business-barometer/,2008-11-21T14:01:44+0000,New York,New York,Florida Man
U.S. Supreme Court upholds child pornography law,,https://www.nytimes.com/2008/05/20/world/americas/20iht-20scotus.13034907.html,2008-05-20T05:00:00+0000,World,World,Florida Man
Supreme Court Upholds Child Pornography Law,The Supreme Court upheld the latest Congressional effort to curb the spread of child pornography on the Internet.,https://www.nytimes.com/2008/05/20/washington/20scotus.html,2008-05-20T04:00:00+0000,Washington,Washington,Florida Man
"Steroids being sold on MySpace, U.S. officials charge",,https://www.nytimes.com/2007/09/27/business/worldbusiness/27iht-myspace.4.7662512.html,2007-09-27T05:00:00+0000,Business Day,Business Day,Florida Man
Justices Hear Arguments on Internet Pornography Law,"For the past decade, the Supreme Court has pushed back against Congressional efforts to regulate Internet content. But on Tuesday, it appears that Congress may have finally fought the court to a draw.",https://www.nytimes.com/2007/10/31/washington/31scotus.html,2007-10-31T04:00:00+0000,Washington,Washington,Florida Man
"Steroids being sold on MySpace, U.S. officials charge",,https://www.nytimes.com/2007/09/27/technology/27iht-myspace.1.7655515.html,2007-09-27T05:00:00+0000,Technology,Technology,Florida Man
"Steroids Sold on MySpace, Official Says","Steroids have long been sold in gyms and locker rooms, through the mail and at weight-lifting competitions. It appears teenagers can now purchase them by browsing their favorite social-networking Web site.",https://www.nytimes.com/2007/09/27/nyregion/27steroids.html,2007-09-27T04:00:00+0000,New York,New York,Florida Man
"In Praise of Scoops on Heaven, Hell and, Yes, God",No one has sufficiently mourned the loss to religion reporting resulting from the closing of the Weekly World News.,https://www.nytimes.com/2007/08/18/us/18beliefs.html,2007-08-18T04:00:00+0000,U.S.,U.S.,Florida Man
Online exposure of federal witnesses prompts U.S. effort to curb access,,https://www.nytimes.com/2007/05/22/world/americas/22iht-inform.4.5828432.html,2007-05-22T05:00:00+0000,World,World,Florida Man
Briefing: Apple's iPhone battle opens on a second front - Technology & Media - International Herald Tribune,,https://www.nytimes.com/2007/01/25/technology/25iht-techbrief.4348707.html,2007-01-25T05:00:00+0000,Technology,Technology,Florida Man
Popularity Might Not Be Enough,"If you wanted to build an ad-supported online media business that took in $50 million a year, how many users would you have to attract to get there?",https://www.nytimes.com/2007/03/17/business/17online.html,2007-03-17T04:00:00+0000,Business Day,Business Day,Florida Man
Online exposure of federal witnesses prompts U.S. to curb access,,https://www.nytimes.com/2007/05/22/world/americas/22iht-inform.1.5820831.html,2007-05-22T05:00:00+0000,World,World,Florida Man
The Accoona Files 3: Tales of the Crocodile,More on the background of Accoona founder Marc Armand Rousso.,https://bits.blogs.nytimes.com/2007/08/22/the-accoona-files-3-tales-of-the-crocodile/,2007-08-22T21:04:50+0000,Technology,Technology,Florida Man
One-Man Assault on Citadel Ends in Quiet Retreat,,https://dealbook.nytimes.com/2007/01/22/one-man-assault-on-citadel-ends-in-quiet-retreat/,2007-01-22T16:05:18+0000,Business Day,Business Day,Florida Man
Web Sites Listing Informants Concern Justice Dept.,The Justice Department is urging federal courts to make fundamental changes in access to electronic court files.,https://www.nytimes.com/2007/05/22/washington/22plea.html,2007-05-22T04:00:00+0000,Washington,Washington,Florida Man
Judge calls mistrial inVioxx case,,https://www.nytimes.com/2005/12/12/business/worldbusiness/judge-calls-mistrial-invioxx-case.html,2005-12-12T05:00:00+0000,Business Day,Business Day,Florida Man
News Summary,"INTERNATIONAL   A3-8    G.I.'s Investigated In Iraq Rape and Murders  The American military is investigating accusations that soldiers raped an Iraqi woman and killed her and three family members, including a child, American officials said. The in...",https://www.nytimes.com/2006/07/01/nyregion/news-summary.html,2006-07-01T05:00:00+0000,New York,New York,Florida Man
Floridian Charged in Fatal Drag Race,"A Florida man involved in a drag-racing accident that killed a Queens man on Tuesday night faces charges including criminally negligent homicide, manslaughter and reckless endangerment, a spokeswoman for District Attorney Richard A. Brown of Queen...",https://www.nytimes.com/2005/07/21/nyregion/floridian-charged-in-fatal-drag-race.html,2005-07-21T05:00:00+0000,New York,New York,Florida Man
Cases to Be Reviewed in the New Session,,https://www.nytimes.com/2005/09/27/politics/cases-to-be-reviewed-in-the-new-session.html,2005-09-27T05:00:00+0000,U.S.,U.S.,Florida Man
National Briefings,MID-ATLANTIC.,https://www.nytimes.com/2006/01/24/national/national-briefings.html,2006-01-24T05:00:00+0000,U.S.,U.S.,Florida Man
Hurricane Fraud Cases Surprise Even Officials,There is the Louisiana woman who reportedly used her aunt's New Orleans address and her brother's name to file a false claim for federal aid for Hurricane Katrina.      There are the Red Cross contract workers in California who are accused of cash...,https://www.nytimes.com/2005/10/06/us/nationalspecial/hurricane-fraud-cases-surprise-even-officials.html,2005-10-06T05:00:00+0000,U.S.,U.S.,Florida Man
National Briefs,WEST.,https://www.nytimes.com/2005/11/18/national/national-briefs.html,2005-11-18T05:00:00+0000,U.S.,U.S.,Florida Man
National Briefing,SOUTHWEST.,https://www.nytimes.com/2005/08/18/national/national-briefing.html,2005-08-18T05:00:00+0000,U.S.,U.S.,Florida Man
Cyberthieves silently copy as you type,,https://www.nytimes.com/2006/02/27/technology/27iht-web.0227hack.html,2006-02-27T05:00:00+0000,Technology,Technology,Florida Man
Cyberthieves Silently Copy Your Passwords as You Type,Most people who use e-mail now know enough to be on guard against ''phishing'' messages that pretend to be from a bank or business but are actually attempts to steal passwords and other personal information.      But there is evidence that among g...,https://www.nytimes.com/2006/02/27/technology/cyberthieves-silently-copy-your-passwords-as-you-type.html,2006-02-27T05:00:00+0000,U.S.,U.S.,Florida Man
"New York, New Jersey and Connecticut",NEW YORK.,https://www.nytimes.com/2005/09/19/nyregion/new-york-new-jersey-and-connecticut.html,2005-09-19T05:00:00+0000,New York,New York,Florida Man
"With Child Sex Sites on the Run, Nearly Nude Photos Hit the Web",Web sites for pedophiles offer explicit images of children who are covered by bits of clothing to avoid child pornography charges.,https://www.nytimes.com/2006/08/20/business/20model.html,2006-08-20T04:00:00+0000,Business Day,Business Day,Florida Man
"On the Web, nearly nude child porn tests laws - Americas - International Herald Tribune",,https://www.nytimes.com/2006/08/20/world/americas/20iht-web.0820porn.2538897.html,2006-08-20T05:00:00+0000,World,World,Florida Man
"With Child Sex Sites on the Run, Nearly Nude Photos Hit the Web","First of two articles in series Dark Corners; Web sites for pedophiles offering explicit, sexualized images of children who are covered by bits of clothing are latest trend among producers, distributors and customers to avoid child pornography cha...",https://www.nytimes.com/2006/08/20/business/with-child-sex-sites-on-the-run-nearly-nude-photos-hit-the-web.html,2006-08-20T05:00:00+0000,U.S.,U.S.,Florida Man
Estate of Former Trader Auctioned for $3 Million,"THE Old Lyme estate of the former Merrill Lynch trader Daniel Gordon, who embezzled $43 million from the firm and pleaded guilty to money laundering and wire fraud in 2003, was auctioned for $3 million on Tuesday to a Florida man who owns several ...",https://www.nytimes.com/2004/11/21/nyregion/estate-of-former-trader-auctioned-for-3-million.html,2004-11-21T05:00:00+0000,New York,New York,Florida Man
National Briefing,,https://www.nytimes.com/2005/04/14/national/national-briefing.html,2005-04-14T05:00:00+0000,U.S.,U.S.,Florida Man
Fugitive,"How Orlando Boquete â€” sentenced to 50 years for a crime he never committed â€” broke out of prison, spent 10 years on the lam and eventually won his freedom.",https://www.nytimes.com/2007/02/11/magazine/11Boquete.t.html,2007-02-11T05:00:00+0000,Magazine,Magazine,Florida Man
Suspect Is Named and Officials Say 21-Year-Old Murder Mystery Is Solved,"Domenico Anastario is charged with 1983 murder of Marcus Jones in drive-by shooting in Elizabeth, New Jersey; Anastario, living with family in Florida, turned himself in; Union County prosecutor Theodore J Romankow says thaw in long-unsolved case ...",https://www.nytimes.com/2005/01/13/nyregion/suspect-is-named-and-officials-say-21yearold-murder-mystery-is.html,2005-01-13T05:00:00+0000,New York,New York,Florida Man
Florida Man Sentenced for Holding A.T.M. Cash,"Christopher Lacroix is sentenced in Newark to seven years and one month in prison for illegal possession of $4.9 million stolen from ATM company, and he is fined $100,000; approximately $1.3 million of stolen money is still missing nearly nine mon...",https://www.nytimes.com/2002/08/30/nyregion/florida-man-sentenced-for-holding-atm-cash.html,2002-08-30T05:00:00+0000,New York,New York,Florida Man
